"","id","film","revenue","budget","language","popularity","runtime","vote.average","vote.count","tagline","release.date","genres","certification","gender","actor.name"
"1024",12110,"Dracula: Dead and Loving It",0,0,"en",7.895,88,5.9,490,"Dracula: Dead and Loving It","1995-12-22","[35, 27, 14]","PG-13",2,"Mel Brooks"
"1025",10428,"Hackers",7563728,20000000,"en",8.819,107,6.3,701,"Their crime is curiosity.","1995-09-14","[28, 80, 53, 18]","PG-13",1,"Angelina Jolie"
"1026",524,"Casino",116112375,52000000,"en",13.581,179,8,2949,"No one stays at the top forever.","1995-11-22","[80]","R",1,"Sharon Stone"
"1027",9691,"Assassins",30303072,50000000,"en",10.7,132,6.2,776,"In the shadows of life, In the business of death, One man found a reason to live...","1995-10-06","[28, 12, 80, 53]","R",2,"Antonio Banderas"
"1028",37797,"Whisper of the Heart",0,0,"ja",9.947,111,7.9,767,"I found someone I like","1995-07-15","[16, 18, 10751]","G",2,"Issey Takahashi"
"1029",9273,"Ace Ventura: When Nature Calls",212385533,30000000,"en",16.219,90,6.3,2453,"New animals. New adventures. Same hair.","1995-11-10","[12, 35, 80]","PG-13",2,"Ian McNeice"
"1030",9603,"Clueless",56631572,12000000,"en",15.723,97,7.2,2225,"Sex. Clothes. Popularity. Is there a problem here?","1995-07-19","[35, 10749]","PG-13",1,"Stacey Dash"
"1031",10634,"Friday",28215918,3500000,"en",9.275,91,7.1,929,"A lot can go down between thursday and saturday...","1995-04-26","[35]","R",2,"Chris Tucker"
"1032",12665,"Powder",0,0,"en",8.308,111,6.4,262,"An extraordinary encounter with another human being.","1995-10-27","[18, 14, 878, 53]","PG-13",2,"Sean Patrick Flanery"
"1033",39107,"Dragon Ball Z: Fusion Reborn",0,0,"ja",11.561,55,7.3,369,"","1995-03-04","[28, 16]","PG-13",2,"Hikaru Midorikawa"
"1034",688,"The Bridges of Madison County",182016617,24000000,"en",12.329,135,7.6,956,"The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...","1995-05-28","[18, 10749]","PG-13",2,"Clint Eastwood"
"1035",11017,"Billy Madison",26488734,10000000,"en",12.835,89,6.1,907,"Billy is going back to school... Way back.","1995-02-10","[35]","PG-13",2,"Darren McGavin"
"1036",8068,"Desperado",25405445,7000000,"en",13.016,104,6.8,1624,"When the smoke clears, it just means he's reloading.","1995-08-25","[28, 80, 53]","R",1,"Salma Hayek"
"1037",8839,"Casper",287928194,50000000,"en",12.852,100,6.2,2875,"Get an afterlife","1995-05-26","[14, 35, 10751]","PG",2,"Bill Pullman"
"1038",9312,"Mortal Kombat",122195920,18000000,"en",13.884,101,5.6,1073,"Nothing In This World Has Prepared You For This.","1995-08-18","[28, 14]","PG-13",2,"Robin Shou"
"1039",10802,"Showgirls",20350754,45000000,"en",8.164,131,5.2,549,"Beyond your wildest dreams. Beyond your wildest fantasies.","1995-09-22","[18]","NC-17",2,"Kyle MacLachlan"
"1040",397,"French Kiss",0,0,"en",8.723,111,6.4,411,"","1995-05-05","[35, 10749]","PG-13",2,"Kevin Kline"
"1041",627,"Trainspotting",16491080,4000000,"en",29.646,94,8,6135,"Choose life.","1996-02-23","[80, 18]","R",2,"Ewen Bremner"
"1042",8840,"DragonHeart",115267375,57000000,"en",17.479,103,6.5,1204,"You will believe.","1996-05-31","[14, 28, 12]","PG-13",2,"David Thewlis"
"1043",11238,"Aladdin and the King of Thieves",0,0,"en",11.05,81,6.2,1195,"The Spectacular Adventure Continues!","1996-05-20","[12, 16, 10751]","G",1,"Linda Larkin"
"1044",954,"Mission: Impossible",457696359,80000000,"en",21.956,110,6.9,5305,"Expect the Impossible.","1996-05-22","[12, 28, 53]","PG-13",1,"Emmanuelle Béart"
"1045",602,"Independence Day",817400891,75000000,"en",15.136,145,6.8,6104,"Earth. Take a good look. It might be your last.","1996-06-25","[28, 12, 878]","PG-13",2,"Jeff Goldblum"
"1046",9279,"Jingle All the Way",129832389,60000000,"en",11.105,89,5.7,1388,"Two Dads, One Toy, No Prisoners.","1996-11-15","[10751, 35]","PG",2,"Phil Hartman"
"1047",664,"Twister",494471524,92000000,"en",13.925,113,6.3,1800,"The Dark Side of Nature.","1996-05-10","[28, 12, 18]","PG-13",2,"Bill Paxton"
"1048",275,"Fargo",60611975,7000000,"en",14.749,98,7.9,4427,"A lot can happen in the middle of nowhere.","1996-03-08","[80, 18, 53]","R",1,"Frances McDormand"
"1049",755,"From Dusk Till Dawn",25836616,19000000,"en",15.04,108,7,3494,"One night is all that stands between them and freedom. But it's going to be a hell of a night.","1996-01-19","[28, 80, 27, 53]","R",2,"Quentin Tarantino"
"1050",4232,"Scream",173046663,14000000,"en",13.966,112,7.2,3373,"Someone has taken their love of scary movies one step too far.","1996-12-20","[80, 27, 9648]","R",1,"Courteney Cox"
"1051",11228,"Daylight",159212469,80000000,"en",10.253,115,6,824,"No air. No escape. No time.","1996-12-06","[28, 12, 53]","PG-13",1,"Amy Brenneman"
"1052",42314,"Looking for Richard",0,0,"en",16.292,112,6.9,76,"A four hundred year old work-in-progress.","1996-10-11","[99]","",1,"Winona Ryder"
"1053",9390,"Jerry Maguire",273552592,50000000,"en",12.79,139,6.9,1831,"Everybody loved him... Everybody disappeared.","1996-12-13","[35, 18, 10749]","R",2,"Cuba Gooding Jr."
"1054",2300,"Space Jam",250200000,80000000,"en",13.733,88,6.7,3269,"Get ready to jam.","1996-11-15","[16, 35, 10751]","PG",2,"Wayne Knight"
"1055",9879,"Striptease",113309743,50000000,"en",8.427,115,4.8,429,"Some People Get Into Trouble No Matter What They WEAR.","1996-06-28","[80, 18, 53]","R",2,"Burt Reynolds"
"1056",11412,"The Long Kiss Goodnight",89456761,65000000,"en",8.766,121,6.6,612,"What's forgotten is not always gone.","1996-10-11","[28, 80, 9648, 53]","R",2,"Samuel L. Jackson"
"1057",10539,"James and the Giant Peach",28921264,38000000,"en",8.287,79,6.4,764,"Adventures this big don't grow on trees.","1996-04-12","[12, 16, 14, 10751]","PG",1,"Miriam Margolyes"
"1058",12123,"Chain Reaction",60209334,50000000,"en",10.938,107,5.6,538,"On the run","1996-08-02","[28, 18, 878, 53]","PG-13",2,"Morgan Freeman"
"1059",12531,"The Apartment",0,0,"fr",12.375,116,6.9,92,"","1996-07-27","[18, 9648, 10749]","R",2,"Vincent Cassel"
"1060",532,"A Close Shave",0,0,"en",8.386,30,7.5,421,"From the Oscar-winning creator of A Grand Day Out and The Wrong Trousers.","1996-03-07","[16, 35, 10751]","NR",1,"Anne Reid"
"1061",819,"Sleepers",165615285,44000000,"en",12.01,147,7.5,1624,"When friendship runs deeper than blood","1996-10-18","[80, 18, 53]","R",2,"Brad Pitt"
"1062",145,"Breaking the Waves",3803298,0,"da",8.964,159,7.4,514,"Love is a mighty power.","1996-05-13","[18, 10749]","R",2,"Stellan Skarsgård"
"1063",10607,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood",0,0,"en",10.874,89,6.2,425,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.","1996-01-12","[35]","R",2,"Marlon Wayans"
"1064",1592,"Primal Fear",102616183,30000000,"en",13.63,129,7.7,1506,"Sooner or later, a man who wears two faces forgets which one is real","1996-03-06","[80, 18, 9648, 53]","R",1,"Laura Linney"
"1065",199,"Star Trek: First Contact",1.5e+08,46000000,"en",11.205,111,7.2,1030,"Resistance is futile.","1996-11-22","[28, 12, 878, 53]","PG-13",2,"Jonathan Frakes"
"1066",9268,"Eraser",242295562,100000000,"en",11.871,115,5.9,1008,"He will erase your past to protect your future.","1996-06-21","[28, 18, 9648, 53]","R",2,"James Caan"
"1067",10545,"The Hunchback of Notre Dame",100138851,100000000,"en",13.893,91,7,3104,"Join the party!","1996-06-21","[18, 16, 10751]","G",1,"Mary Kay Bergman"
"1068",11674,"101 Dalmatians",320689294,54000000,"en",16.38,103,5.8,1985,"So many dogs. So little time.","1996-11-17","[35, 10751]","G",2,"Jeff Daniels"
"1069",2320,"Executive Decision",121969216,55000000,"en",7.592,133,6.2,466,"Fasten your seat belts","1996-03-15","[28, 12, 18, 53]","R",2,"Steven Seagal"
"1070",9208,"Broken Arrow",150270147,50000000,"en",7.449,108,6,812,"Prepare to Go Ballistic.","1996-02-09","[28]","R",2,"Christian Slater"
"1071",11867,"Barb Wire",3793614,0,"en",7.305,98,4.1,213,"Don't call me babe!","1996-05-02","[878]","R",2,"Temuera Morrison"
"1072",884,"Crash",0,10000000,"en",8.218,90,6.5,452,"Love in the dying moments of the twentieth century","1996-07-17","[18, 53, 10749]","NC-17",1,"Deborah Kara Unger"
"1073",409,"The English Patient",231976425,27000000,"en",11.673,162,7.1,1141,"In love, there are no boundaries.","1996-11-05","[18, 10749, 10752]","R",1,"Juliette Binoche"
"1074",11069,"Tremors 2: Aftershocks",0,4000000,"en",10.57,100,5.9,447,"The Worms have turned.","1996-04-09","[28, 35, 27, 878]","PG-13",2,"Chris Gartin"
"1075",10061,"Escape from L.A.",42277365,50000000,"en",9.685,97,5.9,763,"Snake Is Back.","1996-08-09","[28, 12, 878, 53]","R",2,"Stacy Keach"
"1076",7863,"Shine",35892330,5500000,"en",7.003,105,7.4,336,"A true story of the mystery of music and the miracle of love","1996-08-15","[18]","PG-13",NA,NA
"1077",10218,"Swingers",4505922,200000,"en",8.151,96,6.9,410,"Get a nightlife.","1996-10-18","[35]","R",2,"Vince Vaughn"
"1078",10723,"Bulletproof",22611954,25000000,"en",7.864,84,5.5,283,"Tough cop. Hostile witness.","1996-09-06","[35, 80]","R",2,"Adam Sandler"
"1079",2925,"The First Wives Club",116400000,26000000,"en",7.715,102,6.6,402,"Don't get mad. Get everything.","1996-09-20","[35]","PG",1,"Bette Midler"
"1080",10830,"Matilda",33459416,36000000,"en",10.649,98,7.1,2446,"A little magic goes a long way.","1996-08-02","[35, 10751, 14]","PG",2,"Danny DeVito"
"1081",18,"The Fifth Element",263920180,90000000,"en",30.124,126,7.5,6955,"There is no future without it.","1997-05-02","[28, 12, 14, 878, 53]","PG-13",2,"Gary Oldman"
"1082",607,"Men in Black",589390539,90000000,"en",28.627,98,7.1,9025,"Protecting the Earth from the scum of the universe.","1997-07-02","[28, 12, 35, 878]","PG-13",2,"Will Smith"
"1083",597,"Titanic",1845034188,200000000,"en",25.082,194,7.8,16084,"Nothing on Earth could come between them.","1997-11-18","[18, 53, 10749]","PG-13",2,"Leonardo DiCaprio"
"1084",782,"Gattaca",12532777,36000000,"en",23.535,106,7.5,3735,"There is no gene for the human spirit.","1997-09-07","[9648, 878, 53, 10749]","PG-13",NA,NA
"1085",128,"Princess Mononoke",159375308,26500000,"ja",22.34,134,8.4,4325,"The Fate Of The World Rests On The Courage Of One Warrior.","1997-07-12","[12, 16, 14]","PG-13",1,"Yuriko Ishida"
"1086",686,"Contact",171120329,90000000,"en",17.318,150,7.3,2475,"If it's just us, it seems like an awful waste of space.","1997-07-11","[18, 9648, 878]","PG",2,"Matthew McConaughey"
"1087",714,"Tomorrow Never Dies",333011068,110000000,"en",17.97,119,6.3,1759,"Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.","1997-12-11","[28, 12, 53]","PG-13",2,"Jonathan Pryce"
"1088",563,"Starship Troopers",121214377,105000000,"en",15.44,129,6.9,2748,"The only good bug is a dead bug.","1997-11-07","[12, 28, 53, 878]","R",1,"Dina Meyer"
"1089",637,"Life Is Beautiful",229400000,20000000,"it",19.445,116,8.5,8274,"An unforgettable fable that proves love, family and imagination conquer all.","1997-12-20","[35, 18]","PG-13",1,"Nicoletta Braschi"
"1090",10494,"Perfect Blue",112536,0,"ja",11.827,81,8.2,845,"The color of illusion is Perfect Blue.","1997-07-25","[16, 53]","R",1,"Rica Matsumoto"
"1091",638,"Lost Highway",3675201,15000000,"en",11.715,134,7.6,1316,"","1997-01-15","[18, 53, 9648]","R",1,"Patricia Arquette"
"1092",455432,"Sanam",0,0,"hi",13.607,156,0,0,"","1997-04-19","[10749, 18]","R",0,"Vivek Mushran"
"1093",9769,"Lolita",1060056,62000000,"en",9.25,137,7.1,720,"A forbidden love. An unthinkable attraction. The ultimate price.","1997-09-27","[18, 10749]","R",1,"Dominique Swain"
"1094",415,"Batman & Robin",238207122,125000000,"en",17.211,125,4.2,3054,"Strength. Courage. Honor. And loyalty.","1997-06-20","[28, 35, 14, 878]","PG-13",2,"George Clooney"
"1095",2649,"The Game",109423648,50000000,"en",13.753,129,7.6,3330,"What do you get for the man who has everything?","1997-09-12","[18, 9648, 53]","R",2,"Sean Penn"
"1096",978,"Seven Years in Tibet",131457682,0,"en",11.43,136,7.1,1435,"At the end of the world his real journey began.","1997-09-12","[12, 18, 36]","PG-13",0,"Jamyang Jamtsho Wangchuk"
"1097",11970,"Hercules",252712101,85000000,"en",18.479,93,7.5,4420,"Zero to Hero!","1997-06-20","[12, 16, 35, 14, 10749, 10751]","G",2,"Josh Keaton"
"1098",18491,"Neon Genesis Evangelion: The End of Evangelion",2e+07,0,"ja",8.552,87,8.4,485,"The fate of destruction is also the joy of rebirth","1997-07-19","[18, 878, 16]","",1,"Megumi Hayashibara"
"1099",754,"Face/Off",245676146,80000000,"en",14.449,138,6.9,3013,"In order to catch him, he must become him.","1997-06-27","[28, 80, 878, 53]","R",2,"Nicolas Cage"
"1100",1813,"The Devil's Advocate",152944660,57000000,"en",15.686,144,7.4,3152,"Evil has its winning ways.","1997-10-17","[18, 9648, 53, 14, 27]","R",2,"Al Pacino"
"1101",4421,"G.I. Jane",48169156,50000000,"en",13.233,125,6.3,886,"Failure is not an option.","1997-08-19","[28, 18]","R",2,"Viggo Mortensen"
"1102",9714,"Home Alone 3",79082515,32000000,"en",13.632,102,5.2,1726,"Ready for more. Much more.","1997-12-12","[35, 10751]","PG",2,"Olek Krupa"
"1103",489,"Good Will Hunting",225933435,10000000,"en",18.104,127,8.1,6847,"Some people can never believe in themselves, until someone believes in them.","1997-12-05","[18]","R",2,"Robin Williams"
"1104",9360,"Anaconda",136,45,"en",8.973,89,4.9,1365,"When You Can't Breathe You Can't Scream.","1997-04-11","[12, 27, 53]","PG-13",2,"Ice Cube"
"1105",184,"Jackie Brown",39673162,12000000,"en",14.196,154,7.3,3639,"Six players on the trail of a half million in cash. There's only one question... Who's playing who?","1997-12-25","[80, 53, 18]","",2,"Samuel L. Jackson"
"1106",2118,"L.A. Confidential",126216940,35000000,"en",14.744,138,7.8,2616,"Everything is suspect... Everyone is for sale... And nothing is what it seems.","1997-09-19","[80, 9648]","R",2,"Kevin Spacey"
"1107",8413,"Event Horizon",26673242,60000000,"en",13.543,96,6.5,1403,"Infinite Space - Infinite Terror","1997-08-15","[27, 9648, 878]","R",2,"Sam Neill"
"1108",816,"Austin Powers: International Man of Mystery",67683989,16500000,"en",15.857,94,6.5,1969,"If he were any cooler, he'd still be frozen, baby!","1997-05-02","[35, 80, 878]","PG-13",1,"Elizabeth Hurley"
"1109",9619,"Dante's Peak",178127760,116000000,"en",10.044,108,5.9,930,"The pressure is building...","1997-02-07","[28, 12, 53, 18]","PG-13",1,"Linda Hamilton"
"1110",8078,"Alien Resurrection",1.62e+08,70000000,"en",16.885,109,6,2707,"It's already too late.","1997-11-12","[28, 27, 878]","R",1,"Winona Ryder"
"1111",586,"Wag the Dog",64256513,15000000,"en",9.714,97,6.9,499,"A comedy about truth, justice and other special effects.","1997-12-25","[35, 18]","R",2,"Robert De Niro"
"1112",9437,"Kiss the Girls",60527873,27000000,"en",10.23,115,6.4,719,"Smart Girls. Pretty Girls. Missing Girls.","1997-09-29","[80, 18, 9648, 53]","R",1,"Ashley Judd"
"1113",1639,"Speed 2: Cruise Control",164508066,160000000,"en",9.241,121,4.3,903,"As the stakes get higher, the ride gets even faster.","1997-06-13","[28, 12, 53]","PG-13",2,"Jason Patric"
"1114",9366,"Donnie Brasco",41954997,35000000,"en",13.821,127,7.5,2456,"Based on a true story.","1997-02-27","[80, 18, 53]","R",2,"Al Pacino"
"1115",4995,"Boogie Nights",43101594,15000000,"en",11.204,156,7.6,1709,"The life of a dreamer, the days of a business, and the nights in between.","1997-10-07","[18]","R",1,"Julianne Moore"
"1116",4961,"Mimic",25480490,30000000,"en",8.278,105,5.9,496,"For thousands of years, man has been evolution's greatest creation... until now.","1997-08-22","[14, 27, 878, 53]","R",2,"Jeremy Northam"
"1117",9434,"Grosse Pointe Blank",28084357,0,"en",8.264,107,7,475,"Even a hit man deserves a second shot.","1997-04-11","[28, 35, 53, 10749]","R",1,"Minnie Driver"
"1118",10336,"Spawn",87840042,40000000,"en",8.429,96,5.2,655,"Born in darkness. Sworn to justice.","1997-07-31","[28, 12, 14, 27, 878, 53]","PG-13",2,"Martin Sheen"
"1119",10003,"The Saint",118063304,68000000,"en",8.903,116,6,607,"Never reveal your name. Never turn your back. Never surrender your heart.","1997-04-03","[28, 12, 878, 53, 10749]","PG-13",1,"Elisabeth Shue"
"1120",10357,"Volcano",122823468,90000000,"en",7.834,104,5.6,760,"The coast is toast","1997-04-25","[28, 18, 878, 53]","PG-13",1,"Anne Heche"
"1121",73,"American History X",23875127,20000000,"en",17.362,119,8.4,6898,"Some Legacies Must End.","1998-10-30","[18]","R",2,"Edward Furlong"
"1122",10674,"Mulan",304320254,90000000,"en",23.957,88,7.9,5549,"Let's get down to business, to defeat the Huns","1998-06-18","[12, 16, 10751]","G",1,"Lea Salonga"
"1123",115,"The Big Lebowski",46189568,15000000,"en",16.205,117,7.9,6589,"It’s good knowin’ he’s out there. The Dude. Takin’ ‘er easy for all us sinners.","1998-03-06","[35, 80]","R",2,"John Goodman"
"1124",857,"Saving Private Ryan",481840909,70000000,"en",22.602,169,8.1,9567,"The mission is a man.","1998-07-24","[18, 36, 10752]","R",2,"Tom Sizemore"
"1125",37165,"The Truman Show",264118201,60000000,"en",19.928,103,8.1,10676,"On the air. Unaware.","1998-06-04","[35, 18]","PG",1,"Laura Linney"
"1126",10228,"PokÃ©mon: The First Movie - Mewtwo Strikes Back",163644662,30000000,"ja",12.12,75,6.8,818,"The Pokémon Match of All Time is Here.","1998-07-18","[28, 12, 16]","G",1,"Ikue Otani"
"1127",9732,"The Lion King II: Simba's Pride",0,0,"en",12.637,81,6.9,2722,"The Circle of Life Continues...","1998-10-24","[12, 16, 10751]","G",1,"Neve Campbell"
"1128",452,"The Idiots",7235,2500000,"da",12.476,117,6.6,260,"","1998-04-28","[35, 18]","",2,"Jens Albinus"
"1129",4518,"Elizabeth",82150642,30000000,"en",12.785,124,7.2,807,"Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.","1998-09-13","[18, 36]","R",2,"Geoffrey Rush"
"1130",9487,"A Bug's Life",363258859,120000000,"en",22.158,95,6.9,5687,"An epic presentation of miniature proportions.","1998-11-25","[12, 16, 35, 10751]","G",2,"Kevin Spacey"
"1131",9837,"The Prince of Egypt",218613188,70000000,"en",16.874,99,7.1,2252,"The Power Is Real.","1998-12-15","[12, 16, 35, 18, 10402, 10751]","PG",2,"Ralph Fiennes"
"1132",95,"Armageddon",553799566,140000000,"en",12.721,151,6.7,4839,"The Earth's Darkest Day Will Be Man's Finest Hour","1998-07-01","[28, 53, 878, 12]","PG-13",2,"Billy Bob Thornton"
"1133",200,"Star Trek: Insurrection",1.18e+08,70000000,"en",10.884,103,6.4,657,"The battle for paradise has begun.","1998-12-11","[28, 12, 878, 53]","PG",2,"Jonathan Frakes"
"1134",297,"Meet Joe Black",142940100,90000000,"en",14.854,178,7.1,2596,"Sooner or later everyone does.","1998-11-12","[18, 14, 10749]","PG-13",2,"Anthony Hopkins"
"1135",2109,"Rush Hour",244386864,33000000,"en",12.842,98,6.9,2570,"The Fastest Hands in the East Meet the Biggest Mouth in the West.","1998-09-18","[28, 35, 80]","PG-13",2,"Chris Tucker"
"1136",1878,"Fear and Loathing in Las Vegas",10680275,18500000,"en",14.038,118,7.2,2690,"Buy the ticket, take the ride","1998-05-22","[12, 35, 18]","R",2,"Benicio del Toro"
"1137",11932,"Bride of Chucky",50671850,25000000,"en",12.569,89,5.7,860,"Chucky Gets Lucky.","1998-10-16","[27]","R",1,"Jennifer Tilly"
"1138",36647,"Blade",131183530,45000000,"en",21.204,120,6.6,3532,"Part Man. Part Vampire. All Hero.","1998-08-21","[28, 27]","R",2,"Stephen Dorff"
"1139",544,"There's Something About Mary",369884651,23000000,"en",13.54,119,6.5,3260,"Love Is In The Hair.","1998-07-15","[35, 10749]","R",2,"Matt Dillon"
"1140",8656,"Deep Impact",349464664,75000000,"en",14.506,120,6.1,1657,"Heaven and Earth are about to collide.","1998-05-08","[28, 18, 878]","PG-13",1,"Téa Leoni"
"1141",8838,"Mercury Rising",0,60000000,"en",7.364,111,6.2,773,"Someone knows too much.","1998-04-03","[28, 80, 18, 53]","R",2,"Alec Baldwin"
"1142",929,"Godzilla",379014294,130000000,"en",11.692,139,5.5,2239,"Size does matter.","1998-05-20","[878, 28, 53]","PG-13",2,"Jean Reno"
"1143",11808,"U.S. Marshals",102367405,60000000,"en",9.693,131,6.4,827,"The cop who won't stop is back. But this time he's chasing down a lot more than a fugitive.","1998-03-06","[28, 80, 53]","PG-13",2,"Wesley Snipes"
"1144",9320,"The Avengers",48585416,60000000,"en",6.279,89,4.3,394,"Saving the World in Style.","1998-08-13","[53, 878]","PG-13",1,"Uma Thurman"
"1145",9489,"You've Got Mail",250821495,65000000,"en",12.165,119,6.6,1896,"Someone you pass on the street may already be the love of your life.","1998-12-17","[35, 10749]","PG",1,"Meg Ryan"
"1146",9454,"EverAfter",65705772,26000000,"en",8.734,121,7.1,810,"Desire. Defy. Escape.","1998-07-31","[18, 10749, 35]","PG-13",2,"Dougray Scott"
"1147",1934,"Shakespeare in Love",289317794,25000000,"en",11.735,122,6.9,1961,"Love is the only inspiration","1998-12-11","[36, 10749, 35]","R",1,"Gwyneth Paltrow"
"1148",11258,"Hard Rain",19870567,70000000,"en",8.168,97,5.7,366,"In the worst storm in living memory, one guard stands between five men and three million dollars.","1998-01-16","[80, 53]","R",2,"Christian Slater"
"1149",8916,"Antz",171757863,60000000,"en",17.838,83,6.1,2941,"Every ant has his day.","1998-10-02","[12, 16, 35, 10751]","PG",2,"Dan Aykroyd"
"1150",3050,"Doctor Dolittle",294456605,71000000,"en",14.955,85,5.6,1879,"He doesn't just talk to the animals!","1998-06-22","[35, 10751, 14]","PG-13",2,"Ossie Davis"
"1151",617,"Wild Things",67200000,20000000,"en",12.661,108,6.3,878,"They're dying to play with you","1998-03-20","[9648, 53, 18]","R",2,"Kevin Bacon"
"1152",9820,"The Parent Trap",0,0,"en",14.02,127,7,2112,"Twice the Fun, Double the Trouble.","1998-07-28","[35, 10751]","PG",2,"Dennis Quaid"
"1153",2666,"Dark City",27200316,27000000,"en",14.857,100,7.4,1538,"A world where the night never ends.","1998-02-27","[9648, 878]","R",2,"William Hurt"
"1154",9877,"Urban Legend",72527595,14000000,"en",7.622,100,5.7,649,"It Happened To Someone Who Knows Someone You Know... You're Next.","1998-09-25","[27, 53]","R",2,"Jared Leto"
"1155",3600,"I Still Know What You Did Last Summer",40002112,65000000,"en",9.381,100,5.2,849,"Someone is dying for a second chance.","1998-11-13","[27, 9648, 53]","R",2,"Freddie Prinze Jr."
"1156",8697,"Who Am I?",0,0,"cn",8.483,108,6.8,333,"Fight now. Ask questions later.","1998-01-17","[28, 12, 35, 53]","PG-13",1,"Michelle Ferre"
"1157",1965,"A Perfect Murder",128038368,60000000,"en",8.597,107,6.4,673,"A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.","1998-06-05","[80, 18, 53]","R",1,"Gwyneth Paltrow"
"1158",2157,"Lost in Space",136159423,80000000,"en",12.213,130,5.2,715,"Danger, Will Robinson!","1998-04-03","[12, 878]","PG-13",2,"William Hurt"
"1159",10223,"A Simple Plan",16316273,30000000,"en",8.263,121,7.1,411,"Sometimes good people do evil things.","1998-12-11","[80, 53]","R",1,"Bridget Fonda"
"1160",1389,"Out of Sight",77745568,48000000,"en",8.964,123,6.6,622,"Opposites attract.","1998-06-26","[35, 80, 10749]","R",1,"Jennifer Lopez"
"1161",550,"Fight Club",100853753,63000000,"en",34.117,139,8.4,18311,"Mischief. Mayhem. Soap.","1999-10-15","[18]","R",2,"Brad Pitt"
"1162",603,"The Matrix",463517383,63000000,"en",28.644,136,8.1,16192,"Welcome to the Real World.","1999-03-30","[28, 878]","R",2,"Laurence Fishburne"
"1163",14,"American Beauty",356296601,15000000,"en",24.837,122,8,7482,"Look closer.","1999-09-15","[18]","R",1,"Annette Bening"
"1164",497,"The Green Mile",286801374,60000000,"en",19.924,189,8.5,9527,"Miracles do happen.","1999-12-10","[14, 18, 80]","R",2,"Michael Clarke Duncan"
"1165",10398,"Double Jeopardy",177841558,70000000,"en",9.937,105,6.4,603,"Murder isn't always a crime.","1999-09-24","[53]","R",1,"Ashley Judd"
"1166",863,"Toy Story 2",497366869,90000000,"en",18.675,92,7.5,8812,"The toys are back!","1999-10-30","[16, 35, 10751]","G",2,"Tim Allen"
"1167",4951,"10 Things I Hate About You",53478166,16000000,"en",19.82,97,7.5,4655,"How do I loathe thee? Let me count the ways.","1999-03-30","[35, 10749, 18]","PG-13",1,"Julia Stiles"
"1168",2105,"American Pie",235483004,11000000,"en",20.768,95,6.5,4885,"There's nothing like your first piece.","1999-07-09","[35, 10749]","R",2,"Chris Klein"
"1169",36643,"The World Is Not Enough",361832400,135000000,"en",18.679,128,6.2,1632,"As the countdown begins for the new millennium there is still one number you can always count on.","1999-11-17","[28, 12, 53]","PG-13",1,"Sophie Marceau"
"1170",926,"Galaxy Quest",90683916,45000000,"en",19.466,102,7,1252,"A comedy of Galactic Proportions.","1999-12-23","[35, 878, 10751]","PG",1,"Sigourney Weaver"
"1171",564,"The Mummy",415885488,80000000,"en",17.958,124,6.8,5575,"The legend you know. The adventure you have yet to imagine.","1999-04-16","[28, 12, 14]","PG-13",1,"Rachel Weisz"
"1172",745,"The Sixth Sense",672806292,40000000,"en",19.635,107,7.9,7095,"Not every gift is a blessing.","1999-08-06","[9648, 53, 18]","PG-13",1,"Toni Collette"
"1173",37135,"Tarzan",448191819,130000000,"en",18.656,88,7.4,4194,"An immortal legend. As you've only imagined.","1999-06-18","[12, 16, 18, 10751]","G",1,"Glenn Close"
"1174",2668,"Sleepy Hollow",206071502,100000000,"en",10.702,105,7.1,3976,"Heads will roll","1999-11-18","[18, 14, 27, 9648, 53]","R",1,"Christina Ricci"
"1175",99,"All About My Mother",67872296,8272296,"es",10.252,101,7.7,891,"Part of every woman is a mother/actress/saint/sinner. And part of every man is a woman.","1999-04-19","[35, 18]","",1,"Marisa Paredes"
"1176",26338,"Romance",1314053,0,"fr",11.708,84,5.3,104,"Love is desolate. Romance is temporary. Sex is forever.","1999-04-13","[18, 10749]","R",2,"Sagamore Stévenin"
"1177",1893,"Star Wars: Episode I - The Phantom Menace",924317558,115000000,"en",15.749,136,6.4,9151,"Every generation has a legend. Every journey has a first step. Every saga has a beginning.","1999-05-19","[12, 28, 878]","PG",2,"Ewan McGregor"
"1178",1090,"The Thirteenth Floor",18564088,16000000,"en",9.1,101,7,715,"Question reality.","1999-04-16","[53, 878, 9648]","R",2,"Armin Mueller-Stahl"
"1179",49948,"Fantasia 2000",90874570,80000000,"en",10.603,74,7.1,736,"","1999-12-17","[16, 10402, 10751]","G",2,"Itzhak Perlman"
"1180",8487,"Wild Wild West",222104681,170000000,"en",12.899,106,5.3,2064,"It's a whole new west.","1999-06-29","[28, 12, 35, 878, 37]","PG-13",2,"Kevin Kline"
"1181",11618,"The Haunting",91188905,80000000,"en",11.761,113,5.3,773,"Some houses are born bad.","1999-07-23","[14, 27, 9648, 53]","PG-13",1,"Catherine Zeta-Jones"
