"","id","film","popularity","vote.average","vote.count","release.date","gender","year","gen1","genreF","pop1","name"
"2904",563,"Starship Troopers",15.44,6.9,2748,"1997-11-07",1,"1997","gm3","28",2.73696154459663,"Action"
"2905",637,"Life Is Beautiful",19.445,8.5,8274,"1997-12-20",1,"1997","gm3","18",2.96758996760771,"Drama"
"2906",10494,"Perfect Blue",11.827,8.2,845,"1997-07-25",1,"1997","gm3","53",2.47038505326898,"Thriller"
"2907",638,"Lost Highway",11.715,7.6,1316,"1997-01-15",1,"1997","gm3","53",2.46087007195976,"Thriller"
"2908",455432,"Sanam",13.607,0,0,"1997-04-19",0,"1997","gm3","18",2.61058436620872,"Drama"
"2909",9769,"Lolita",9.25,7.1,720,"1997-09-27",1,"1997","gm3","10749",2.22462355152433,"Romance"
"2910",415,"Batman & Robin",17.211,4.2,3054,"1997-06-20",2,"1997","gm3","35",2.84554871428784,"Comedy"
"2911",2649,"The Game",13.753,7.6,3330,"1997-09-12",2,"1997","gm3","9648",2.62125698213257,"Mystery"
"2912",978,"Seven Years in Tibet",11.43,7.1,1435,"1997-09-12",0,"1997","gm3","18",2.43624147780672,"Drama"
"2913",11970,"Hercules",18.479,7.5,4420,"1997-06-20",2,"1997","gm3","16",2.91663495219529,"Animation"
"2914",18491,"Neon Genesis Evangelion: The End of Evangelion",8.552,8.4,485,"1997-07-19",1,"1997","gm3","878",2.14616517372274,"Science Fiction"
"2915",754,"Face/Off",14.449,6.9,3013,"1997-06-27",2,"1997","gm3","80",2.67062520801147,"Crime"
"2916",1813,"The Devil's Advocate",15.686,7.4,3152,"1997-10-17",2,"1997","gm3","9648",2.75276859479047,"Mystery"
"2917",4421,"G.I. Jane",13.233,6.3,886,"1997-08-19",2,"1997","gm3","18",2.58271370979091,"Drama"
"2918",9714,"Home Alone 3",13.632,5.2,1726,"1997-12-12",2,"1997","gm3","10751",2.61241997008696,"Family"
"2919",9360,"Anaconda",8.973,4.9,1365,"1997-04-11",2,"1997","gm3","27",2.19422006831592,"Horror"
"2920",184,"Jackie Brown",14.196,7.3,3639,"1997-12-25",2,"1997","gm3","53",2.65296023478425,"Thriller"
"2921",2118,"L.A. Confidential",14.744,7.8,2616,"1997-09-19",2,"1997","gm3","9648",2.69083622036752,"Mystery"
"2922",8413,"Event Horizon",13.543,6.5,1403,"1997-08-15",2,"1997","gm3","9648",2.60586980867323,"Mystery"
"2923",816,"Austin Powers: International Man of Mystery",15.857,6.5,1969,"1997-05-02",1,"1997","gm3","80",2.76361104320743,"Crime"
"2924",9619,"Dante's Peak",10.044,5.9,930,"1997-02-07",1,"1997","gm3","12",2.30697544129534,"Adventure"
"2925",8078,"Alien Resurrection",16.885,6,2707,"1997-11-12",1,"1997","gm3","27",2.82642565383753,"Horror"
"2926",586,"Wag the Dog",9.714,6.9,499,"1997-12-25",2,"1997","gm3","18",2.27356814392355,"Drama"
"2927",9437,"Kiss the Girls",10.23,6.4,719,"1997-09-29",1,"1997","gm3","18",2.32532457996354,"Drama"
"2928",1639,"Speed 2: Cruise Control",9.241,4.3,903,"1997-06-13",2,"1997","gm3","12",2.2236501049059,"Adventure"
"2929",9366,"Donnie Brasco",13.821,7.5,2456,"1997-02-27",2,"1997","gm3","18",2.62618917462189,"Drama"
"2930",4961,"Mimic",8.278,5.9,496,"1997-08-22",2,"1997","gm3","27",2.11360139332654,"Horror"
"2931",9434,"Grosse Pointe Blank",8.264,7,475,"1997-04-11",1,"1997","gm3","35",2.11190873181734,"Comedy"
"2932",10336,"Spawn",8.429,5.2,655,"1997-07-31",2,"1997","gm3","12",2.13167814101535,"Adventure"
"2933",10003,"The Saint",8.903,6,607,"1997-04-03",1,"1997","gm3","12",2.18638829859153,"Adventure"
"2934",10357,"Volcano",7.834,5.6,760,"1997-04-25",1,"1997","gm3","18",2.05847323524364,"Drama"
"2935",10674,"Mulan",23.957,7.9,5549,"1998-06-18",1,"1998","gm3","16",3.17626055672685,"Animation"
"2936",115,"The Big Lebowski",16.205,7.9,6589,"1998-03-06",2,"1998","gm3","80",2.78531983659351,"Crime"
"2937",857,"Saving Private Ryan",22.602,8.1,9567,"1998-07-24",2,"1998","gm3","36",3.11803839793796,"History"
"2938",37165,"The Truman Show",19.928,8.1,10676,"1998-06-04",1,"1998","gm3","18",2.99212577795988,"Drama"
"2939",10228,"Pok̩mon: The First Movie - Mewtwo Strikes Back",12.12,6.8,818,"1998-07-18",1,"1998","gm3","12",2.49485698064117,"Adventure"
"2940",9732,"The Lion King II: Simba's Pride",12.637,6.9,2722,"1998-10-24",1,"1998","gm3","16",2.53662901877654,"Animation"
"2941",452,"The Idiots",12.476,6.6,260,"1998-04-28",2,"1998","gm3","18",2.52380679874556,"Drama"
"2942",4518,"Elizabeth",12.785,7.2,807,"1998-09-13",2,"1998","gm3","36",2.54827260874315,"History"
"2943",9487,"A Bug's Life",22.158,6.9,5687,"1998-11-25",2,"1998","gm3","16",3.09819860509848,"Animation"
"2944",9837,"The Prince of Egypt",16.874,7.1,2252,"1998-12-15",2,"1998","gm3","16",2.82577397574343,"Animation"
"2945",95,"Armageddon",12.721,6.7,4839,"1998-07-01",2,"1998","gm3","53",2.54325417117407,"Thriller"
"2946",200,"Star Trek: Insurrection",10.884,6.4,657,"1998-12-11",2,"1998","gm3","12",2.387293820921,"Adventure"
"2947",297,"Meet Joe Black",14.854,7.1,2596,"1998-11-12",2,"1998","gm3","14",2.6982691892471,"Fantasy"
"2948",2109,"Rush Hour",12.842,6.9,2570,"1998-09-18",2,"1998","gm3","35",2.55272104937186,"Comedy"
"2949",1878,"Fear and Loathing in Las Vegas",14.038,7.2,2690,"1998-05-22",2,"1998","gm3","35",2.64176793830823,"Comedy"
"2950",36647,"Blade",21.204,6.6,3532,"1998-08-21",2,"1998","gm3","27",3.05418984312556,"Horror"
"2951",544,"There's Something About Mary",13.54,6.5,3260,"1998-07-15",2,"1998","gm3","10749",2.60564826748413,"Romance"
"2952",8656,"Deep Impact",14.506,6.1,1657,"1998-05-08",1,"1998","gm3","18",2.67456235694122,"Drama"
"2953",8838,"Mercury Rising",7.364,6.2,773,"1998-04-03",2,"1998","gm3","80",1.99660326337083,"Crime"
"2954",929,"Godzilla",11.692,5.5,2239,"1998-05-20",2,"1998","gm3","28",2.458904847249,"Action"
"2955",11808,"U.S. Marshals",9.693,6.4,827,"1998-03-06",2,"1998","gm3","80",2.27140397551047,"Crime"
"2956",9320,"The Avengers",6.279,4.3,394,"1998-08-13",1,"1998","gm3","878",1.83721073213197,"Science Fiction"
"2957",9489,"You've Got Mail",12.165,6.6,1896,"1998-12-17",1,"1998","gm3","10749",2.49856297623549,"Romance"
"2958",9454,"EverAfter",8.734,7.1,810,"1998-07-31",2,"1998","gm3","10749",2.16722345506337,"Romance"
"2959",1934,"Shakespeare in Love",11.735,6.9,1961,"1998-12-11",1,"1998","gm3","10749",2.46257582930299,"Romance"
"2960",11258,"Hard Rain",8.168,5.7,366,"1998-01-16",2,"1998","gm3","53",2.10022408086236,"Thriller"
"2961",8916,"Antz",17.838,6.1,2941,"1998-10-02",2,"1998","gm3","16",2.88133101324402,"Animation"
"2962",3050,"Doctor Dolittle",14.955,5.6,1879,"1998-06-22",2,"1998","gm3","10751",2.70504569208191,"Family"
"2963",617,"Wild Things",12.661,6.3,878,"1998-03-20",2,"1998","gm3","53",2.53852640253812,"Thriller"
"2964",9820,"The Parent Trap",14.02,7,2112,"1998-07-28",2,"1998","gm3","10751",2.64048488160644,"Family"
"2965",2666,"Dark City",14.857,7.4,1538,"1998-02-27",2,"1998","gm3","878",2.69847113465522,"Science Fiction"
"2966",9877,"Urban Legend",7.622,5.7,649,"1998-09-25",2,"1998","gm3","53",2.03103880245167,"Thriller"
"2967",3600,"I Still Know What You Did Last Summer",9.381,5.2,849,"1998-11-13",2,"1998","gm3","9648",2.23868636714381,"Mystery"
"2968",8697,"Who Am I?",8.483,6.8,333,"1998-01-17",1,"1998","gm3","12",2.1380641608256,"Adventure"
"2969",1965,"A Perfect Murder",8.597,6.4,673,"1998-06-05",1,"1998","gm3","18",2.15141330519231,"Drama"
"2970",2157,"Lost in Space",12.213,5.2,715,"1998-04-03",2,"1998","gm3","878",2.50250095818895,"Science Fiction"
"2971",10223,"A Simple Plan",8.263,7.1,411,"1998-12-11",1,"1998","gm3","53",2.11178771771905,"Thriller"
"2972",1389,"Out of Sight",8.964,6.6,622,"1998-06-26",1,"1998","gm3","80",2.19321655593868,"Crime"
"2973",603,"The Matrix",28.644,8.1,16192,"1999-03-30",2,"1999","gm3","878",3.35494399714469,"Science Fiction"
"2974",497,"The Green Mile",19.924,8.5,9527,"1999-12-10",2,"1999","gm3","18",2.99192503521104,"Drama"
"2975",863,"Toy Story 2",18.675,7.5,8812,"1999-10-30",2,"1999","gm3","35",2.92718573101888,"Comedy"
"2976",4951,"10 Things I Hate About You",19.82,7.5,4655,"1999-03-30",1,"1999","gm3","10749",2.98669152890184,"Romance"
"2977",2105,"American Pie",20.768,6.5,4885,"1999-07-09",2,"1999","gm3","10749",3.03341334052168,"Romance"
"2978",36643,"The World Is Not Enough",18.679,6.2,1632,"1999-11-17",1,"1999","gm3","12",2.92739989817717,"Adventure"
"2979",926,"Galaxy Quest",19.466,7,1252,"1999-12-23",1,"1999","gm3","878",2.9686693540043,"Science Fiction"
"2980",564,"The Mummy",17.958,6.8,5575,"1999-04-16",1,"1999","gm3","12",2.88803569809862,"Adventure"
"2981",745,"The Sixth Sense",19.635,7.9,7095,"1999-08-06",1,"1999","gm3","53",2.97731368802997,"Thriller"
"2982",37135,"Tarzan",18.656,7.4,4194,"1999-06-18",1,"1999","gm3","16",2.92616781016808,"Animation"
"2983",2668,"Sleepy Hollow",10.702,7.1,3976,"1999-11-18",1,"1999","gm3","14",2.37043063988911,"Fantasy"
"2984",99,"All About My Mother",10.252,7.7,891,"1999-04-19",1,"1999","gm3","18",2.32747280850182,"Drama"
"2985",26338,"Romance",11.708,5.3,104,"1999-04-13",2,"1999","gm3","10749",2.46027236882964,"Romance"
"2986",1893,"Star Wars: Episode I - The Phantom Menace",15.749,6.4,9151,"1999-05-19",2,"1999","gm3","28",2.75677687119244,"Action"
"2987",1090,"The Thirteenth Floor",9.1,7,715,"1999-04-16",2,"1999","gm3","878",2.2082744135228,"Science Fiction"
"2988",49948,"Fantasia 2000",10.603,7.1,736,"1999-12-17",2,"1999","gm3","10402",2.36113697994366,"Music"
"2989",8487,"Wild Wild West",12.899,5.3,2064,"1999-06-29",2,"1999","gm3","12",2.557149788983,"Adventure"
"2990",11618,"The Haunting",11.761,5.3,773,"1999-07-23",1,"1999","gm3","27",2.4647889728689,"Horror"
"2991",2277,"Bicentennial Man",11.693,7.2,2185,"1999-12-17",2,"1999","gm3","878",2.45899037215818,"Science Fiction"
"2992",622,"The Ninth Gate",14.346,6.4,1649,"1999-08-25",2,"1999","gm3","9648",2.66347115770424,"Mystery"
"2993",8224,"8MM",13.289,6.3,983,"1999-02-26",2,"1999","gm3","80",2.58693662534937,"Crime"
"2994",9564,"Asterix & Obelix Take on Caesar",9.353,6,1086,"1999-02-01",2,"1999","gm3","35",2.23569714745241,"Comedy"
"2995",1443,"The Virgin Suicides",8.019,7.1,1796,"1999-12-31",2,"1999","gm3","10749",2.08181372582489,"Romance"
"2996",796,"Cruel Intentions",8.845,6.6,1760,"1999-03-05",2,"1999","gm3","10749",2.17985232761175,"Romance"
"2997",817,"Austin Powers: The Spy Who Shagged Me",15.955,6.2,2030,"1999-06-08",1,"1999","gm3","35",2.76977225973021,"Comedy"
"2998",345,"Eyes Wide Shut",13.456,7.4,3173,"1999-07-16",1,"1999","gm3","18",2.59942510323059,"Drama"
"2999",2112,"Payback",12.685,6.8,986,"1999-02-05",2,"1999","gm3","80",2.54042019305125,"Crime"
"3000",1911,"The 13th Warrior",13.685,6.5,983,"1999-08-13",1,"1999","gm3","12",2.61630034249264,"Adventure"
"3001",9473,"South Park: Bigger, Longer & Uncut",12.449,7.1,1608,"1999-06-30",2,"1999","gm3","35",2.52164029839965,"Comedy"
"3002",1439,"Anna and the King",9.674,6.7,422,"1999-12-16",2,"1999","gm3","36",2.26944187440079,"History"
"3003",1946,"eXistenZ",10.817,6.9,1023,"1999-04-14",2,"1999","gm3","27",2.38111897064815,"Horror"
"3004",9824,"Mystery Men",10.222,5.8,447,"1999-08-06",2,"1999","gm3","12",2.32454226034609,"Adventure"
"3005",10307,"Stigmata",8.599,6.1,553,"1999-09-10",2,"1999","gm3","53",2.15164591742876,"Thriller"
"3006",12599,"Pok̩mon: The Movie 2000",10.993,6.6,457,"1999-07-17",1,"1999","gm3","16",2.39725870659673,"Animation"
"3007",9741,"Unbreakable",17.792,7.1,5844,"2000-11-13",2,"2000","gm3","9648",2.87874891806817,"Mystery"
"3008",98,"Gladiator",25.383,8.1,11044,"2000-05-01",2,"2000","gm3","12",3.23407965861047,"Adventure"
"3009",10473,"DragonHeart: A New Beginning",18.865,5.5,172,"2000-08-08",2,"2000","gm3","12",2.93730835341627,"Adventure"
"3010",4327,"Charlie's Angels",20.4,5.7,2647,"2000-11-02",1,"2000","gm3","12",3.01553490085017,"Adventure"
"3011",8584,"Shanghai Noon",13.422,6.3,1514,"2000-05-26",2,"2000","gm3","12",2.59689515173605,"Adventure"
"3012",77,"Memento",18.39,8.2,8888,"2000-10-11",1,"2000","gm3","53",2.91180703861623,"Thriller"
"3013",22705,"Cheeky",13.732,5.6,96,"2000-01-28",0,"2000","gm3","18",2.61972887559545,"Drama"
"3014",9383,"Hollow Man",14.514,5.7,1378,"2000-08-04",1,"2000","gm3","878",2.67511370085595,"Science Fiction"
"3015",8358,"Cast Away",14.028,7.6,6902,"2000-12-22",1,"2000","gm3","18",2.64105533227793,"Drama"
"3016",392,"Chocolat",13.084,6.9,2094,"2000-12-14",2,"2000","gm3","18",2.57139010967614,"Drama"
"3017",1359,"American Psycho",21.249,7.3,5090,"2000-04-13",2,"2000","gm3","18",3.0563098354396,"Drama"
"3018",11688,"The Emperor's New Groove",15.921,7.5,3911,"2000-12-09",NA,"2000","gm3","16",2.76763899251387,"Animation"
"3019",955,"Mission: Impossible II",20.525,6.1,3984,"2000-05-24",1,"2000","gm3","12",3.02164365533849,"Adventure"
"3020",9679,"Gone in Sixty Seconds",16.834,6.3,2640,"2000-06-09",2,"2000","gm3","80",2.82340065078938,"Crime"
"3021",7443,"Chicken Run",15.252,6.6,2943,"2000-06-21",0,"2000","gm3","35",2.72471064199532,"Comedy"
"3022",107,"Snatch",16.55,7.8,5365,"2000-09-01",2,"2000","gm3","53",2.80638610182307,"Thriller"
"3023",2085,"Romeo Must Die",12.251,6,628,"2000-03-20",1,"2000","gm3","80",2.50560756631203,"Crime"
"3024",3981,"What Women Want",16.204,6.3,2336,"2000-12-15",1,"2000","gm3","10749",2.78525812534044,"Romance"
"3025",3536,"U-571",8.015,6.4,614,"2000-04-20",2,"2000","gm3","18",2.08131478606152,"Drama"
"3026",10479,"Rules of Engagement",10.245,6.1,343,"2000-04-07",2,"2000","gm3","12",2.32678978169086,"Adventure"
"3027",10567,"Dinosaur",11.927,6.4,1376,"2000-05-19",1,"2000","gm3","10751",2.47880473759653,"Family"
"3028",2024,"The Patriot",15.975,7.1,2233,"2000-06-28",2,"2000","gm3","18",2.7710250002636,"Drama"
"3029",10559,"Frequency",11.809,7.1,935,"2000-04-28",2,"2000","gm3","18",2.46886195261914,"Drama"
"3030",10501,"The Road to El Dorado",11.967,7.1,2229,"2000-03-31",2,"2000","gm3","16",2.48215286159138,"Animation"
"3031",16366,"Joseph: King of Dreams",13.184,6.4,510,"2000-11-07",2,"2000","gm3","10751",2.57900397316712,"Family"
"3032",843,"In the Mood for Love",14.139,8.1,1000,"2000-05-22",1,"2000","gm3","10749",2.6489369366097,"Romance"
"3033",146,"Crouching Tiger, Hidden Dragon",14.128,7.3,1808,"2000-07-06",1,"2000","gm3","12",2.6481586438616,"Adventure"
"3034",2046,"The Gift",9.619,6.5,632,"2000-12-22",2,"2000","gm3","27",2.26374030917048,"Horror"
"3035",4234,"Scream 3",13.196,5.9,1680,"2000-02-03",1,"2000","gm3","9648",2.57991375336633,"Mystery"
"3036",1900,"Traffic",11.836,7.1,1125,"2000-12-27",2,"2000","gm3","18",2.47114573453796,"Drama"
"3037",8870,"Red Planet",9.948,5.6,530,"2000-11-10",1,"2000","gm3","28",2.29737152594116,"Action"
"3038",11678,"Vertical Limit",9.74,5.9,562,"2000-12-08",1,"2000","gm3","12",2.27624111765444,"Adventure"
"3039",14181,"Boiler Room",7.569,6.7,359,"2000-02-18",2,"2000","gm3","18",2.02406095832703,"Drama"
"3040",55,"Amores Perros",12.179,7.6,1212,"2000-06-16",1,"2000","gm3","53",2.49971315710497,"Thriller"
"3041",16,"Dancer in the Dark",15.443,7.9,923,"2000-05-17",1,"2000","gm3","18",2.73715582624086,"Drama"
"3042",1493,"Miss Congeniality",15.876,6.4,2248,"2000-12-14",2,"2000","gm3","35",2.76480853492082,"Comedy"
"3043",129,"Spirited Away",36.206,8.5,8667,"2001-07-20",2,"2001","gm3","14",3.58922485095375,"Fantasy"
"3044",671,"Harry Potter and the Philosopher's Stone",37.202,7.8,15796,"2001-11-16",2,"2001","gm3","14",3.61636252327476,"Fantasy"
"3045",120,"The Lord of the Rings: The Fellowship of the Ring",36.843,8.3,16151,"2001-12-18",2,"2001","gm3","12",3.60666564129636,"Adventure"
"3046",585,"Monsters, Inc.",31.576,7.8,12073,"2001-11-01",2,"2001","gm3","35",3.45239733836055,"Comedy"
"3047",808,"Shrek",19.41,7.6,9916,"2001-05-16",2,"2001","gm3","16",2.96578839718092,"Animation"
"3048",453,"A Beautiful Mind",15.957,7.8,6233,"2001-12-11",1,"2001","gm3","10749",2.76989760442829,"Romance"
"3049",9880,"The Princess Diaries",23.829,6.8,2925,"2001-08-03",1,"2001","gm3","10749",3.1709033263191,"Romance"
"3050",10865,"Atlantis: The Lost Empire",17.167,6.9,2912,"2001-06-02",2,"2001","gm3","10751",2.84298893628879,"Family"
"3051",855,"Black Hawk Down",17.686,7.3,3320,"2001-12-28",2,"2001","gm3","36",2.87277336615354,"History"
"3052",161,"Ocean's Eleven",16.569,7.4,7426,"2001-12-07",2,"2001","gm3","80",2.80753347958716,"Crime"
"3053",194,"Am̩lie",19.523,7.9,7112,"2001-04-25",2,"2001","gm3","10749",2.97159325770067,"Romance"
"3054",141,"Donnie Darko",18.621,7.8,7726,"2001-01-18",1,"2001","gm3","14",2.92428997609963,"Fantasy"
"3055",676,"Pearl Harbor",18.999,6.8,3890,"2001-05-21",2,"2001","gm3","36",2.9443863462024,"History"
"3056",9816,"Save the Last Dance",9.638,6.5,796,"2001-01-12",2,"2001","gm3","10402",2.26571361821814,"Music"
"3057",644,"A.I. Artificial Intelligence",18.972,7,3930,"2001-06-29",1,"2001","gm3","18",2.94296420801534,"Drama"
"3058",1995,"Lara Croft: Tomb Raider",19.179,5.8,4150,"2001-06-11",2,"2001","gm3","14",2.9538159304527,"Fantasy"
"3059",9476,"A Knight's Tale",13.012,6.8,1856,"2001-05-11",2,"2001","gm3","12",2.5658720086111,"Adventure"
"3060",11770,"Shaolin Soccer",9.65,6.7,1021,"2001-07-12",2,"2001","gm3","35",2.26695791535089,"Comedy"
"3061",2140,"Kiss of the Dragon",9.065,6.6,560,"2001-07-06",1,"2001","gm3","80",2.20442084420681,"Crime"
"3062",10808,"Dr. Dolittle 2",9.878,5.1,1026,"2001-06-22",1,"2001","gm3","14",2.29031006211843,"Fantasy"
"3063",10992,"Cats & Dogs",8.705,5.3,950,"2001-07-04",1,"2001","gm3","10751",2.16389757322015,"Family"
"3064",1734,"The Mummy Returns",14.583,6.2,4397,"2001-05-04",1,"2001","gm3","12",2.67985646673143,"Adventure"
"3065",6312,"Brotherhood of the Wolf",10.03,6.6,791,"2001-01-31",2,"2001","gm3","12",2.30558060197384,"Adventure"
"3066",2770,"American Pie 2",16.199,6.1,3012,"2001-08-10",2,"2001","gm3","10749",2.784949511938,"Romance"
"3067",2034,"Training Day",13.839,7.4,3251,"2001-10-05",2,"2001","gm3","80",2.62749069324379,"Crime"
"3068",12610,"Osmosis Jones",10.505,6.1,560,"2001-08-07",2,"2001","gm3","12",2.35185133429696,"Adventure"
"3069",11299,"Cowboy Bebop: The Movie",7.858,7.7,374,"2001-09-01",NA,"2001","gm3","16",2.06153212113627,"Animation"
"3070",18269,"Lady and the Tramp II: Scamp's Adventure",13.991,6.3,756,"2001-02-18",1,"2001","gm3","10749",2.63841426575115,"Romance"
"3071",1999,"In the Bedroom",8.31,6.8,169,"2001-11-23",1,"2001","gm3","53",2.11745960886736,"Thriller"
"3072",634,"Bridget Jones's Diary",13.702,6.7,3152,"2001-04-13",2,"2001","gm3","18",2.61754180758071,"Drama"
"3073",4133,"Blow",15.14,7.4,2668,"2001-04-04",1,"2001","gm3","18",2.7173402480093,"Drama"
"3074",2114,"Final Fantasy: The Spirits Within",9.296,6,836,"2001-07-02",1,"2001","gm3","28",2.22958420010956,"Action"
"3075",8007,"Behind Enemy Lines",11.869,6.2,800,"2001-11-30",2,"2001","gm3","18",2.47392995907437,"Drama"
"3076",10796,"The One",9.822,5.9,820,"2001-11-02",2,"2001","gm3","878",2.28462476761705,"Science Fiction"
"3077",11469,"Black Knight",8.842,5.3,642,"2001-11-21",1,"2001","gm3","35",2.17951309540405,"Comedy"
"3078",2100,"The Last Castle",7.198,7,605,"2001-10-19",2,"2001","gm3","18",1.97380320965684,"Drama"
"3079",672,"Harry Potter and the Chamber of Secrets",34.856,7.7,13353,"2002-11-13",2,"2002","gm3","14",3.55122528881514,"Fantasy"
"3080",121,"The Lord of the Rings: The Two Towers",28.464,8.3,13939,"2002-12-18",2,"2002","gm3","14",3.34864013092348,"Fantasy"
"3081",608,"Men in Black II",27.539,6.3,6525,"2002-07-03",2,"2002","gm3","12",3.31560318182063,"Adventure"
"3082",557,"Spider-Man",26.2,7.1,11224,"2002-05-01",2,"2002","gm3","14",3.26575941076705,"Fantasy"
"3083",425,"Ice Age",22.101,7.3,8444,"2002-03-10",NA,"2002","gm3","16",3.09562285636879,"Animation"
"3084",2501,"The Bourne Identity",16.633,7.4,5975,"2002-06-14",1,"2002","gm3","18",2.8113886738084,"Drama"
"3085",640,"Catch Me If You Can",15.556,7.9,8557,"2002-12-25",2,"2002","gm3","18",2.7444464162935,"Drama"
"3086",36669,"Die Another Day",18.335,5.9,2081,"2002-11-17",1,"2002","gm3","12",2.90881180152329,"Adventure"
"3087",1894,"Star Wars: Episode II - Attack of the Clones",14.62,6.5,8288,"2002-05-15",2,"2002","gm3","12",2.68239045432163,"Adventure"
"3088",180,"Minority Report",18.256,7.3,5218,"2002-06-20",2,"2002","gm3","53",2.90449379311972,"Thriller"
"3089",9016,"Treasure Planet",16.709,7.4,2288,"2002-11-26",2,"2002","gm3","16",2.81594749641201,"Animation"
"3090",423,"The Pianist",15.1,8.3,4809,"2002-09-17",2,"2002","gm3","10752",2.71469474382088,"War"
"3091",598,"City of God",17.667,8.4,3906,"2002-02-05",2,"2002","gm3","18",2.87169849263054,"Drama"
"3092",65,"8 Mile",17.13,7,3999,"2002-11-08",2,"2002","gm3","10402",2.84083131233603,"Music"
"3093",15370,"The Cat Returns",17.901,7.3,838,"2002-07-19",2,"2002","gm3","16",2.88485657720805,"Animation"
"3094",170,"28 Days Later",15.587,7.2,3750,"2002-10-31",1,"2002","gm3","878",2.74643723350691,"Science Fiction"
"3095",12448,"The Hunchback of Notre Dame II",10.634,5.3,464,"2002-02-05",1,"2002","gm3","10751",2.36405641508215,"Family"
"3096",818,"Austin Powers in Goldmember",14.77,5.9,1950,"2002-07-26",1,"2002","gm3","80",2.69259809654329,"Crime"
"3097",9023,"Spirit: Stallion of the Cimarron",16.084,7.6,2436,"2002-05-24",2,"2002","gm3","16",2.77782498903503,"Animation"
"3098",3131,"Gangs of New York",17.04,7.3,4034,"2002-12-14",2,"2002","gm3","36",2.83556352140117,"History"
"3099",9334,"The Scorpion King",14.126,5.4,1892,"2002-04-18",1,"2002","gm3","12",2.64801707098673,"Adventure"
"3100",11560,"High Crimes",10.255,6.2,395,"2002-04-05",2,"2002","gm3","9648",2.32776539152434,"Mystery"
"3101",201,"Star Trek: Nemesis",11.342,6.2,793,"2002-12-13",2,"2002","gm3","12",2.42851264959184,"Adventure"
"3102",13683,"Tarzan & Jane",11.982,5.8,340,"2002-06-24",1,"2002","gm3","10751",2.48340552366173,"Family"
"3103",4108,"The Transporter",15.061,6.6,3217,"2002-10-02",1,"2002","gm3","80",2.71210862122971,"Crime"
"3104",11544,"Lilo & Stitch",16.145,7.4,3565,"2002-06-21",1,"2002","gm3","10751",2.78161040421024,"Family"
"3105",11013,"Secretary",8.531,6.8,779,"2002-01-11",2,"2002","gm3","18",2.14370658792656,"Drama"
"3106",1957,"Enough",8.985,6.5,592,"2002-05-21",2,"2002","gm3","53",2.19555652023552,"Thriller"
"3107",11362,"The Count of Monte Cristo",10.915,7.5,909,"2002-01-23",2,"2002","gm3","12",2.39013799000191,"Adventure"
"3108",7451,"xXx",34.432,5.9,2673,"2002-08-09",1,"2002","gm3","12",3.53898636453932,"Adventure"
"3109",9637,"Scooby-Doo",14.876,5.7,2321,"2002-06-14",1,"2002","gm3","35",2.69974917606282,"Comedy"
"3110",4614,"The Sum of All Fears",10.6,6.2,844,"2002-05-31",2,"2002","gm3","18",2.36085400111802,"Drama"
"3111",9884,"Collateral Damage",9.04,5.6,763,"2002-02-06",1,"2002","gm3","18",2.20165917440409,"Drama"
"3112",10771,"The Tuxedo",9.237,5.6,1079,"2002-09-27",1,"2002","gm3","35",2.22321715761047,"Comedy"
"3113",8665,"K-19: The Widowmaker",11.137,6.4,510,"2002-07-19",2,"2002","gm3","36",2.41027289841096,"History"
"3114",2752,"40 Days and 40 Nights",8.434,5.3,647,"2002-03-01",1,"2002","gm3","10749",2.13227115532437,"Romance"
"3115",36586,"Blade II",15.398,6.4,2863,"2002-03-22",2,"2002","gm3","14",2.73423763085586,"Fantasy"
"3116",22,"Pirates of the Caribbean: The Curse of the Black Pearl",30.967,7.7,13773,"2003-07-09",2,"2003","gm3","12",3.4329221213564,"Adventure"
"3117",122,"The Lord of the Rings: The Return of the King",32.248,8.4,14745,"2003-12-01",2,"2003","gm3","12",3.47345602581486,"Adventure"
"3118",12,"Finding Nemo",26.256,7.8,12983,"2003-05-30",1,"2003","gm3","10751",3.26789453434774,"Family"
"3119",24,"Kill Bill: Vol. 1",22.206,7.9,10918,"2003-10-10",1,"2003","gm3","80",3.10036252263207,"Crime"
"3120",296,"Terminator 3: Rise of the Machines",25.058,6,4074,"2003-07-02",2,"2003","gm3","53",3.22119313782336,"Thriller"
"3121",604,"The Matrix Reloaded",20.133,6.9,6462,"2003-05-15",1,"2003","gm3","12",3.00236025984421,"Adventure"
"3122",670,"Oldboy",19.099,8.2,4393,"2003-11-21",2,"2003","gm3","18",2.94963597766102,"Drama"
"3123",310,"Bruce Almighty",26.372,6.7,7096,"2003-05-23",2,"2003","gm3","14",3.27230284125105,"Fantasy"
"3124",1927,"Hulk",19.873,5.4,3593,"2003-06-19",1,"2003","gm3","878",2.98936202654615,"Science Fiction"
"3125",605,"The Matrix Revolutions",21.34,6.6,5806,"2003-11-03",2,"2003","gm3","28",3.06058324587361,"Action"
"3126",8619,"Master and Commander: The Far Side of the World",20.669,7.1,1708,"2003-11-14",2,"2003","gm3","18",3.0286349932297,"Drama"
"3127",11423,"Memories of Murder",17.586,8.1,1296,"2003-05-02",2,"2003","gm3","18",2.86710313095681,"Drama"
"3128",9471,"Charlie's Angels: Full Throttle",11.971,5.4,1921,"2003-06-27",1,"2003","gm3","12",2.48248705826923,"Adventure"
