"","id","film","popularity","vote.average","vote.count","release.date","gender","year","gen1","genreF","pop1","name"
"571",1788,"Footloose",8.592,6.6,1143,"1984-02-17",1,"1984","gm2","18",2.15083153776651,"Drama"
"572",279,"Amadeus",15.237,8,2356,"1984-09-06",2,"1984","gm2","18",2.72372668048722,"Drama"
"573",625,"The Killing Fields",6.544,7.6,347,"1984-11-02",2,"1984","gm2","18",1.87854859930045,"Drama"
"574",9314,"Nineteen Eighty-Four",7.6,6.9,707,"1984-10-10",2,"1984","gm2","18",2.02814824729229,"Drama"
"575",9610,"Conan the Destroyer",9.73,6,780,"1984-06-29",1,"1984","gm2","12",2.27521389619791,"Adventure"
"576",1880,"Red Dawn",7.247,6.3,393,"1984-08-10",2,"1984","gm2","28",1.98058759012714,"Action"
"577",841,"Dune",12.486,6.4,1177,"1984-12-14",1,"1984","gm2","28",2.52460801663955,"Action"
"578",377,"A Nightmare on Elm Street",17.244,7.3,2830,"1984-11-14",1,"1984","gm2","27",2.84746425688489,"Horror"
"579",9730,"Friday the 13th: The Final Chapter",8.5,5.9,590,"1984-04-13",2,"1984","gm2","27",2.14006616349627,"Horror"
"580",11002,"Greystoke: The Legend of Tarzan, Lord of the Apes",7.017,6.2,236,"1984-03-30",2,"1984","gm2","28",1.94833577627015,"Action"
"581",9326,"Romancing the Stone",9.268,6.7,949,"1984-03-30",1,"1984","gm2","28",2.22656760657013,"Action"
"582",9336,"Police Academy",13.309,6.6,1379,"1984-03-22",1,"1984","gm2","35",2.58844049810442,"Comedy"
"583",2619,"Splash",8.253,6.2,706,"1984-03-09",1,"1984","gm2","35",2.11057677061055,"Comedy"
"584",34584,"The NeverEnding Story",13.928,7.2,2252,"1984-04-05",2,"1984","gm2","18",2.63390120246589,"Drama"
"585",9663,"Starman",6.165,6.8,410,"1984-12-13",1,"1984","gm2","10749",1.81888813661631,"Romance"
"586",1884,"The Ewok Adventure",8.437,5.5,116,"1984-11-25",1,"1984","gm2","12",2.13262679518349,"Adventure"
"587",8764,"Top Secret!",9.292,7,522,"1984-06-08",1,"1984","gm2","35",2.22915381490816,"Comedy"
"588",12309,"Bachelor Party",8.819,6,308,"1984-06-29",1,"1984","gm2","35",2.17690848490604,"Comedy"
"589",11368,"Blood Simple",7.765,7.4,636,"1984-09-07",1,"1984","gm2","80",2.04962645660065,"Crime"
"590",11031,"This Is Spinal Tap",12.912,7.6,805,"1984-05-04",2,"1984","gm2","35",2.55815711152759,"Comedy"
"591",14052,"Revenge of the Nerds",7.258,6.5,388,"1984-07-20",2,"1984","gm2","35",1.98210430879088,"Comedy"
"592",157,"Star Trek III: The Search for Spock",7.181,6.6,739,"1984-06-01",2,"1984","gm2","878",1.97143864912818,"Science Fiction"
"593",11884,"The Last Starfighter",8.392,6.5,382,"1984-07-13",1,"1984","gm2","28",2.127278871094,"Action"
"594",1885,"The Karate Kid",13.969,7,2024,"1984-06-22",2,"1984","gm2","18",2.63684058874541,"Drama"
"595",11950,"Cannonball Run II",6.867,5.4,149,"1984-06-29",2,"1984","gm2","28",1.92672732963854,"Action"
"596",8833,"Double Trouble",6.695,6.9,282,"1984-10-19",2,"1984","gm2","28",1.90136097914314,"Action"
"597",13820,"Repo Man",6.08,6.7,281,"1984-02-20",2,"1984","gm2","35",1.80500469597808,"Comedy"
"598",10823,"Children of the Corn",7.9,5.7,489,"1984-03-09",1,"1984","gm2","27",2.06686275947298,"Horror"
"599",11393,"The Natural",6.877,7,305,"1984-05-11",2,"1984","gm2","18",1.9281825103377,"Drama"
"600",24264,"Sheena",5.375,5.3,59,"1984-08-17",2,"1984","gm2","28",1.68175857401373,"Action"
"601",105,"Back to the Future",26.943,8.3,12421,"1985-07-03",2,"1985","gm2","12",3.29372352335692,"Adventure"
"602",707,"A View to a Kill",13.452,6.2,977,"1985-05-24",2,"1985","gm2","28",2.59912779387802,"Action"
"603",1369,"Rambo: First Blood Part II",15.045,6.5,1960,"1985-05-21",2,"1985","gm2","28",2.71104571008201,"Action"
"604",9355,"Mad Max Beyond Thunderdome",13.994,6.1,1512,"1985-06-29",1,"1985","gm2","28",2.6386286663237,"Action"
"605",10957,"The Black Cauldron",11.439,6.5,634,"1985-07-24",1,"1985","gm2","12",2.43702856954354,"Adventure"
"606",10372,"Ewoks: The Battle for Endor",9.404,5.2,109,"1985-11-24",2,"1985","gm2","12",2.24113513067782,"Adventure"
"607",2108,"The Breakfast Club",15.229,7.8,4992,"1985-02-15",1,"1985","gm2","35",2.72320150486955,"Comedy"
"608",10014,"A Nightmare on Elm Street Part 2: Freddy's Revenge",10.771,5.8,901,"1985-10-31",2,"1985","gm2","27",2.37685733736863,"Horror"
"609",11418,"National Lampoon's European Vacation",7.446,6.1,441,"1985-07-25",1,"1985","gm2","12",2.00767697545053,"Adventure"
"610",11645,"Ran",10.333,8.1,699,"1985-06-01",2,"1985","gm2","28",2.33534265723222,"Action"
"611",9340,"The Goonies",14.224,7.5,3311,"1985-06-07",2,"1985","gm2","12",2.65493067877155,"Adventure"
"612",10999,"Commando",12.736,6.6,1473,"1985-10-03",1,"1985","gm2","28",2.54443262910203,"Action"
"613",25237,"Come and See",9.615,8.3,415,"1985-07-01",1,"1985","gm2","18",2.26332437904074,"Drama"
"614",16263,"Girls Just Want to Have Fun",14.304,6.3,83,"1985-04-12",2,"1985","gm2","35",2.66053921843116,"Comedy"
"615",68,"Brazil",13.399,7.7,1852,"1985-02-20",2,"1985","gm2","35",2.59518007730647,"Comedy"
"616",1374,"Rocky IV",12.799,6.9,2375,"1985-11-21",1,"1985","gm2","18",2.54936704287365,"Drama"
"617",15196,"Clue",8.623,7.3,762,"1985-12-13",2,"1985","gm2","35",2.15443305197019,"Comedy"
"618",11976,"Legend",10.893,6.2,600,"1985-07-19",1,"1985","gm2","12",2.38812038110031,"Adventure"
"619",9056,"Police Story",9.21,7.4,317,"1985-12-14",1,"1985","gm2","28",2.22028985026722,"Action"
"620",10157,"Police Academy 2: Their First Assignment",11.142,6,776,"1985-03-28",2,"1985","gm2","35",2.41072175159862,"Comedy"
"621",10303,"The Jewel of the Nile",9.634,6.2,586,"1985-12-04",1,"1985","gm2","28",2.26529850820803,"Action"
"622",8879,"Pale Rider",8.069,7.1,505,"1985-06-28",2,"1985","gm2","37",2.08802955886637,"Western"
"623",11824,"Teen Wolf",8.623,6.1,569,"1985-08-23",2,"1985","gm2","35",2.15443305197019,"Comedy"
"624",11864,"Enemy Mine",7.722,6.8,467,"1985-12-12",2,"1985","gm2","18",2.04407339784204,"Drama"
"625",9731,"Friday the 13th: A New Beginning",8.49,5.1,511,"1985-03-22",2,"1985","gm2","27",2.13888900032326,"Horror"
"626",10328,"Cocoon",7.693,6.5,671,"1985-06-21",1,"1985","gm2","878",2.0403108244768,"Science Fiction"
"627",10925,"The Return of the Living Dead",9.152,7.3,563,"1985-04-25",2,"1985","gm2","35",2.21397243463744,"Comedy"
"628",11257,"A Room with a View",7.107,7,373,"1985-12-13",2,"1985","gm2","18",1.96108021384476,"Drama"
"629",606,"Out of Africa",8.697,7.3,722,"1985-12-20",2,"1985","gm2","36",2.16297813860763,"History"
"630",1694,"Re-Animator",7.802,7.1,578,"1985-10-18",2,"1985","gm2","35",2.05438011108446,"Comedy"
"631",9626,"Red Sonja",8.349,5.2,421,"1985-04-09",1,"1985","gm2","28",2.12214177121186,"Action"
"632",10295,"Miami Supercops",7.219,6.5,220,"1985-12-12",2,"1985","gm2","28",1.97671643915702,"Action"
"633",9080,"Spies Like Us",7.876,6.1,316,"1985-12-06",2,"1985","gm2","12",2.06382016077688,"Adventure"
"634",10843,"After Hours",7.801,7.5,606,"1985-09-13",1,"1985","gm2","35",2.05425193060618,"Comedy"
"635",873,"The Color Purple",8.831,7.8,852,"1985-12-18",1,"1985","gm2","18",2.17826825848667,"Drama"
"636",23919,"Porky's 3: Revenge",7.308,5.1,104,"1985-03-22",2,"1985","gm2","35",1.98896963851576,"Comedy"
"637",9281,"Witness",7.063,7.1,800,"1985-02-08",1,"1985","gm2","80",1.95486989042679,"Crime"
"638",11797,"Fright Night",9.398,7,609,"1985-08-02",2,"1985","gm2","27",2.24049690068062,"Horror"
"639",526,"Ladyhawke",8.092,7,638,"1985-03-27",2,"1985","gm2","12",2.0908759193055,"Adventure"
"640",11509,"Silverado",7.96,7.1,312,"1985-07-10",2,"1985","gm2","28",2.07442899985629,"Action"
"641",679,"Aliens",23.148,7.9,5700,"1986-07-18",2,"1986","gm2","28",3.14190838371159,"Action"
"642",67693,"Jocks",9.41,4,6,"1986-11-14",1,"1986","gm2","35",2.24177295359729,"Comedy"
"643",10515,"Castle in the Sky",15.624,8,2046,"1986-08-02",1,"1986","gm2","12",2.74880819357438,"Adventure"
"644",8009,"Highlander",11.605,6.9,1366,"1986-03-07",1,"1986","gm2","28",2.4514360397264,"Action"
"645",6978,"Big Trouble in Little China",12.256,7.2,1559,"1986-05-30",1,"1986","gm2","28",2.50601561299824,"Action"
"646",192,"The Name of the Rose",9.842,7.4,1697,"1986-09-24",2,"1986","gm2","18",2.28665894244379,"Drama"
"647",792,"Platoon",14.267,7.7,2434,"1986-12-19",2,"1986","gm2","18",2.65794917813268,"Drama"
"648",9994,"The Great Mouse Detective",10.722,7,920,"1986-07-02",2,"1986","gm2","12",2.37229770540535,"Adventure"
"649",10068,"Nine 1/2 Weeks",10.858,6,444,"1986-02-14",1,"1986","gm2","18",2.38490213548326,"Drama"
"650",12118,"Police Academy 3: Back in Training",9.396,5.7,630,"1986-03-20",2,"1986","gm2","35",2.24028406679667,"Comedy"
"651",744,"Top Gun",13.892,6.9,3618,"1986-05-16",1,"1986","gm2","28",2.63131313488183,"Action"
"652",235,"Stand by Me",15.155,7.9,3277,"1986-08-08",2,"1986","gm2","80",2.71833051050977,"Crime"
"653",9874,"Cobra",9.079,5.8,849,"1986-03-21",1,"1986","gm2","28",2.20596405438962,"Action"
"654",168,"Star Trek IV: The Voyage Home",10.161,7.2,819,"1986-11-26",1,"1986","gm2","12",2.31855686250374,"Adventure"
"655",4978,"An American Tail",10.259,6.7,788,"1986-11-21",2,"1986","gm2","18",2.32815536910558,"Drama"
"656",793,"Blue Velvet",12.36,7.7,1708,"1986-08-01",2,"1986","gm2","80",2.51446545202954,"Crime"
"657",9377,"Ferris Bueller's Day Off",14.228,7.6,2781,"1986-06-11",2,"1986","gm2","35",2.65521185408621,"Comedy"
"658",244908,"Lady of the Night",7.596,5.1,10,"1986-02-27",2,"1986","gm2","18",2.02762179295004,"Drama"
"659",10974,"Armour of God",9.553,6.8,219,"1986-08-16",2,"1986","gm2","12",2.25685524128787,"Adventure"
"660",13597,"Labyrinth",13.902,7.2,1264,"1986-06-27",2,"1986","gm2","12",2.63203271467829,"Adventure"
"661",9671,"Crocodile Dundee",8.605,6.3,1058,"1986-09-26",1,"1986","gm2","12",2.1523434296635,"Adventure"
"662",8856,"The Karate Kid Part II",9.166,6.1,1015,"1986-06-18",2,"1986","gm2","28",2.21550098608693,"Action"
"663",10225,"Friday the 13th Part VI: Jason Lives",8.323,5.9,531,"1986-08-01",1,"1986","gm2","27",2.11902276676396,"Horror"
"664",2605,"Short Circuit",9.09,6.5,884,"1986-05-09",2,"1986","gm2","35",2.20717490818939,"Comedy"
"665",1857,"The Transformers: The Movie",7.478,7,238,"1986-08-08",2,"1986","gm2","28",2.01196537655492,"Action"
"666",11416,"The Mission",8.004,7.4,715,"1986-09-29",2,"1986","gm2","28",2.07994141672149,"Action"
"667",8388,"Â¡Three Amigos!",8.185,6.3,506,"1986-12-12",2,"1986","gm2","12",2.1023032108231,"Adventure"
"668",10466,"The Money Pit",8.888,6.4,573,"1986-03-15",1,"1986","gm2","35",2.18470205233733,"Comedy"
"669",11873,"The Color of Money",8.565,6.8,663,"1986-10-07",2,"1986","gm2","18",2.14768413177608,"Drama"
"670",9426,"The Fly",14.528,7.3,2262,"1986-08-15",1,"1986","gm2","27",2.67607782185894,"Horror"
"671",2099,"Raw Deal",6.921,5.7,358,"1986-06-06",1,"1986","gm2","28",1.93456026785973,"Action"
"672",10658,"Howard the Duck",7.61,5.2,518,"1986-08-01",2,"1986","gm2","35",2.02946317187359,"Comedy"
"673",9542,"The Hitcher",7.633,7,412,"1986-02-21",2,"1986","gm2","27",2.03248095281633,"Horror"
"674",10776,"Little Shop of Horrors",7.137,6.9,809,"1986-12-19",1,"1986","gm2","35",1.96529251998893,"Comedy"
"675",5143,"Hannah and Her Sisters",7.828,7.6,523,"1986-02-07",2,"1986","gm2","35",2.05770704953383,"Comedy"
"676",10692,"Henry: Portrait of a Serial Killer",5.937,6.8,316,"1986-09-24",0,"1986","gm2","80",1.78120395528854,"Crime"
"677",10015,"Heartbreak Ridge",7.532,6.7,496,"1986-12-05",1,"1986","gm2","28",2.01916061079491,"Action"
"678",10136,"The Golden Child",7.87,5.8,601,"1986-12-12",2,"1986","gm2","28",2.06305806242931,"Action"
"679",14924,"Sid & Nancy",8.021,6.9,255,"1986-10-24",1,"1986","gm2","18",2.08206310238479,"Drama"
"680",9873,"F/X",6.499,6.4,173,"1986-02-07",2,"1986","gm2","28",1.87164831891221,"Action"
"681",10072,"A Nightmare on Elm Street 3: Dream Warriors",3.814,6.6,885,"1987-02-27",1,"1987","gm2","27",1.33867850717823,"Horror"
"682",106,"Predator",18.309,7.4,4211,"1987-06-12",2,"1987","gm2","878",2.90739274223047,"Science Fiction"
"683",708,"The Living Daylights",16.785,6.4,863,"1987-06-29",1,"1987","gm2","28",2.820485630432,"Action"
"684",600,"Full Metal Jacket",14.754,8.1,6043,"1987-06-26",2,"1987","gm2","18",2.69151423246211,"Drama"
"685",88,"Dirty Dancing",17.02,7.3,3587,"1987-08-21",2,"1987","gm2","18",2.83438912314523,"Drama"
"686",635,"Angel Heart",9.664,7.2,747,"1987-03-06",2,"1987","gm2","27",2.26840764119246,"Horror"
"687",96,"Beverly Hills Cop II",13.03,6.4,1266,"1987-05-18",2,"1987","gm2","28",2.56725439113675,"Action"
"688",117,"The Untouchables",15.502,7.8,3221,"1987-06-03",2,"1987","gm2","80",2.74096904785932,"Crime"
"689",865,"The Running Man",14.427,6.5,1272,"1987-11-13",2,"1987","gm2","28",2.66910145096364,"Action"
"690",5548,"RoboCop",15.404,7.2,2775,"1987-07-17",NA,"1987","gm2","28",2.73462721595266,"Action"
"691",580,"Jaws: The Revenge",9.489,3.8,504,"1987-07-17",2,"1987","gm2","12",2.25013323299162,"Adventure"
"692",2493,"The Princess Bride",12.649,7.7,2740,"1987-09-25",1,"1987","gm2","12",2.5375781606654,"Adventure"
"693",941,"Lethal Weapon",12.232,7.2,2600,"1987-03-06",2,"1987","gm2","28",2.50405546862676,"Action"
"694",1825,"Over the Top",8.223,6.1,822,"1987-02-13",2,"1987","gm2","28",2.10693510598876,"Action"
"695",6069,"The Witches of Eastwick",8.76,6.4,707,"1987-06-12",1,"1987","gm2","35",2.1701959049483,"Comedy"
"696",11411,"Superman IV: The Quest for Peace",9.572,4.4,655,"1987-07-23",1,"1987","gm2","28",2.25884217004613,"Action"
"697",11649,"Masters of the Universe",7.6,5.1,382,"1987-08-07",2,"1987","gm2","28",2.02814824729229,"Action"
"698",10998,"Fatal Attraction",9.061,6.8,707,"1987-09-11",1,"1987","gm2","18",2.20397948923992,"Drama"
"699",10587,"Police Academy 4: Citizens on Patrol",9.743,5.3,609,"1987-04-02",2,"1987","gm2","35",2.2765490784432,"Comedy"
"700",957,"Spaceballs",15.504,6.8,1724,"1987-06-24",2,"1987","gm2","35",2.74109805514841,"Comedy"
"701",11548,"*batteries not included",7.09,6.5,386,"1987-12-18",1,"1987","gm2","35",1.95868534054404,"Comedy"
"702",10780,"Overboard",10.657,6.8,461,"1987-12-16",2,"1987","gm2","35",2.36621695323882,"Comedy"
"703",2614,"Innerspace",8.293,6.8,653,"1987-06-30",2,"1987","gm2","28",2.11541178546907,"Action"
"704",746,"The Last Emperor",9.81,7.6,805,"1987-10-21",2,"1987","gm2","18",2.28340227357727,"Drama"
"705",9003,"Hellraiser",11.096,7,1105,"1987-09-11",1,"1987","gm2","27",2.40658468301253,"Horror"
"706",11879,"Near Dark",7.269,6.8,283,"1987-10-02",1,"1987","gm2","27",1.9836187305025,"Horror"
"707",765,"Evil Dead II",12.59,7.6,1558,"1987-03-13",0,"1987","gm2","35",2.53290284805626,"Comedy"
"708",11584,"Roxanne",7.318,6.4,333,"1987-06-19",1,"1987","gm2","35",1.99033706659702,"Comedy"
"709",13446,"Withnail & I",7.307,7.5,290,"1987-06-19",2,"1987","gm2","35",1.98883279280908,"Comedy"
"710",12154,"3 Men and a Baby",7.905,6,544,"1987-11-27",2,"1987","gm2","10751",2.06749547066144,"Family"
"711",8989,"Harry and the Hendersons",7.831,5.8,347,"1987-06-05",1,"1987","gm2","35",2.0580902157688,"Comedy"
"712",10023,"Dragnet",6.787,6,246,"1987-06-25",2,"1987","gm2","28",1.91500901772162,"Action"
"713",30890,"Radio Days",6.869,7.2,282,"1987-01-30",1,"1987","gm2","35",1.92701853523174,"Comedy"
"714",10019,"Mannequin",9.219,5.7,243,"1987-02-13",1,"1987","gm2","14",2.22126657181646,"Fantasy"
"715",2039,"Moonstruck",7.989,6.8,417,"1987-12-18",2,"1987","gm2","35",2.0780655954999,"Comedy"
"716",21521,"Project A 2",9.12,7,101,"1987-08-19",1,"1987","gm2","28",2.21046980408624,"Action"
"717",1547,"The Lost Boys",12.775,6.9,1018,"1987-07-31",2,"1987","gm2","35",2.54749013608977,"Comedy"
"718",6917,"The Gate",6.357,6,164,"1987-04-21",1,"1987","gm2","14",1.84955656795427,"Fantasy"
"719",8852,"Prince of Darkness",7.376,6.8,432,"1987-10-23",1,"1987","gm2","27",1.99823148625429,"Horror"
"720",14367,"Adventures in Babysitting",7.369,6.8,315,"1987-07-01",1,"1987","gm2","35",1.99728201178486,"Comedy"
"721",8392,"My Neighbor Totoro",30.063,8.1,4029,"1988-04-16",2,"1988","gm2","16",3.4032951797443,"Animation"
"722",562,"Die Hard",20.439,7.7,6926,"1988-07-15",1,"1988","gm2","28",3.01744484045964,"Action"
"723",4011,"Beetlejuice",23.315,7.3,3598,"1988-02-29",1,"1988","gm2","35",3.14909693026028,"Comedy"
"724",11216,"Cinema Paradiso",12.871,8.4,2083,"1988-11-17",2,"1988","gm2","18",2.55497671866724,"Drama"
"725",1370,"Rambo III",13.214,5.9,1607,"1988-05-24",2,"1988","gm2","28",2.58127687360769,"Action"
"726",856,"Who Framed Roger Rabbit",16.673,7.4,3318,"1988-06-21",2,"1988","gm2","16",2.81379064457832,"Animation"
"727",12233,"Oliver & Company",10.118,6.7,930,"1988-11-18",2,"1988","gm2","16",2.31431601586974,"Animation"
"728",149,"Akira",14.566,7.9,1934,"1988-07-16",0,"1988","gm2","16",2.67869004579572,"Animation"
"729",9602,"Coming to America",13.455,6.7,2142,"1988-06-29",2,"1988","gm2","35",2.59935078417887,"Comedy"
"730",11690,"Bloodsport",10.876,6.8,802,"1988-02-26",2,"1988","gm2","28",2.38655852677022,"Action"
"731",3525,"Working Girl",9.183,6.6,493,"1988-12-20",1,"1988","gm2","35",2.21735394863139,"Comedy"
"732",9647,"Scrooged",8.876,6.9,800,"1988-11-22",1,"1988","gm2","35",2.18335100507035,"Comedy"
"733",12144,"The Land Before Time",13.832,7,1599,"1988-11-18",1,"1988","gm2","16",2.62698474838099,"Animation"
"734",8337,"They Live",11.772,7.2,1287,"1988-11-23",2,"1988","gm2","28",2.46572383037123,"Action"
"735",37136,"The Naked Gun: From the Files of Police Squad!",14.071,7.2,2047,"1988-12-02",1,"1988","gm2","35",2.64411594180612,"Comedy"
"736",847,"Willow",10.64,7,964,"1988-05-01",2,"1988","gm2","28",2.3646204839135,"Action"
"737",175,"The Big Blue",8.468,7.6,801,"1988-05-11",2,"1988","gm2","12",2.13629435327262,"Adventure"
"738",7520,"Cocktail",10.445,6,735,"1988-07-29",2,"1988","gm2","35",2.34612339500853,"Comedy"
"739",380,"Rain Man",16.019,7.7,3626,"1988-12-11",2,"1988","gm2","18",2.77377551771935,"Drama"
"740",9604,"Red Heat",7.843,6,738,"1988-06-17",2,"1988","gm2","28",2.05962141423053,"Action"
"741",10281,"Friday the 13th Part VII: The New Blood",9.005,5.3,466,"1988-05-13",1,"1988","gm2","27",2.19777997862792,"Horror"
"742",9064,"Hellbound: Hellraiser II",10.843,6.3,483,"1988-12-23",1,"1988","gm2","27",2.38351971049004,"Horror"
"743",10585,"Child's Play",11.262,6.5,1446,"1988-11-08",2,"1988","gm2","27",2.42143422683243,"Horror"
"744",11967,"Young Guns",9.136,6.7,485,"1988-08-12",2,"1988","gm2","28",2.21222265291365,"Action"
"745",9013,"Midnight Run",8.165,7.2,486,"1988-07-20",2,"1988","gm2","12",2.09985672642243,"Adventure"
"746",1632,"Mississippi Burning",7.495,7.6,798,"1988-12-08",2,"1988","gm2","53",2.01423613155456,"Thriller"
"747",2383,"The Bear",7.319,7,226,"1988-10-21",NA,"1988","gm2","12",1.99047370661909,"Adventure"
"748",10131,"A Nightmare on Elm Street 4: The Dream Master",7.892,5.8,692,"1988-08-19",1,"1988","gm2","27",2.06584958816037,"Horror"
"749",8740,"The Vanishing",8.109,7.5,264,"1988-10-27",2,"1988","gm2","27",2.09297455596242,"Horror"
"750",9599,"The Blob",8.617,6.4,386,"1988-08-05",1,"1988","gm2","27",2.15373699625763,"Horror"
"751",10651,"The Dead Pool",8.823,6.4,405,"1988-07-12",1,"1988","gm2","28",2.17736194823997,"Action"
"752",2280,"Big",11.031,7.1,2076,"1988-06-03",1,"1988","gm2","35",2.40070949098724,"Comedy"
"753",9396,"Crocodile Dundee II",7.874,5.7,624,"1988-05-19",1,"1988","gm2","12",2.06356619252155,"Adventure"
"754",11966,"Short Circuit 2",8.82,5.9,310,"1988-07-06",2,"1988","gm2","35",2.1770218700187,"Comedy"
"755",14506,"The Adventures of Baron Munchausen",8.814,7,441,"1988-12-07",2,"1988","gm2","28",2.1763413664198,"Action"
"756",10868,"The Accused",7.41,7,266,"1988-10-14",1,"1988","gm2","18",2.002830439308,"Drama"
"757",9395,"Above the Law",10.538,6,303,"1988-04-08",1,"1988","gm2","28",2.35498777178709,"Action"
"758",287,"Bull Durham",7.802,6.8,299,"1988-06-15",1,"1988","gm2","35",2.05438011108446,"Comedy"
"759",20123,"Time of the Gypsies",6.17,7.9,135,"1988-12-21",2,"1988","gm2","35",1.8196988379173,"Comedy"
"760",10306,"Poltergeist III",7.012,5,237,"1988-06-10",1,"1988","gm2","27",1.94762296705899,"Horror"
"761",709,"Licence to Kill",12.898,6.2,1019,"1989-07-07",1,"1989","gm2","28",2.55707226058819,"Action"
"762",268,"Batman",20.106,7.2,4453,"1989-06-23",2,"1989","gm2","28",3.00101827798323,"Action"
"763",89,"Indiana Jones and the Last Crusade",16.771,7.8,6098,"1989-05-24",2,"1989","gm2","12",2.81965120434949,"Adventure"
"764",10144,"The Little Mermaid",21.709,7.3,4776,"1989-11-17",2,"1989","gm2","16",3.07772692110662,"Animation"
"765",11937,"The Gods Must Be Crazy II",11.694,6.5,185,"1989-07-01",1,"1989","gm2","28",2.45907588975348,"Action"
"766",16859,"Kiki's Delivery Service",19.291,7.8,1845,"1989-07-29",1,"1989","gm2","12",2.95963866590575,"Adventure"
"767",207,"Dead Poets Society",19.682,8.3,6712,"1989-06-02",2,"1989","gm2","18",2.97970451247679,"Drama"
"768",2978,"Ghostbusters II",15.399,6.4,2445,"1989-06-16",2,"1989","gm2","35",2.73430257224628,"Comedy"
"769",6951,"Turner & Hooch",8.489,6.2,667,"1989-07-28",1,"1989","gm2","28",2.13877120775583,"Action"
"770",5825,"National Lampoon's Christmas Vacation",13.641,7.3,1284,"1989-12-01",1,"1989","gm2","35",2.61307996351098,"Comedy"
"771",28609,"Dragon Ball Z: Dead Zone",10.442,6.4,267,"1989-07-15",2,"1989","gm2","16",2.34583613498836,"Animation"
"772",2323,"Field of Dreams",9.94,7.2,768,"1989-04-21",1,"1989","gm2","18",2.29656702066848,"Drama"
"773",9354,"Honey, I Shrunk the Kids",11.683,6.2,1747,"1989-06-22",2,"1989","gm2","12",2.45813479373501,"Adventure"
"774",1412,"sex, lies, and videotape",8.149,6.9,405,"1989-08-18",2,"1989","gm2","18",2.09789522033808,"Drama"
"775",9972,"Lock Up",9.537,6.5,480,"1989-08-04",2,"1989","gm2","28",2.25517897059678,"Action"
"776",1648,"Bill & Ted's Excellent Adventure",9.71,6.8,874,"1989-02-17",2,"1989","gm2","12",2.27315628230323,"Adventure"
"777",165,"Back to the Future Part II",16.035,7.7,7863,"1989-11-22",2,"1989","gm2","12",2.77477383314512,"Adventure"
"778",9665,"Glory",9.782,7.5,725,"1989-12-15",2,"1989","gm2","36",2.28054396211717,"History"
"779",10160,"A Nightmare on Elm Street: The Dream Child",9.739,5.4,621,"1989-08-11",1,"1989","gm2","27",2.27613844297906,"Horror"
"780",10345,"K-9",7.858,5.8,478,"1989-04-28",1,"1989","gm2","28",2.06153212113627,"Action"
"781",2604,"Born on the Fourth of July",8.962,7,858,"1989-12-20",2,"1989","gm2","18",2.19299341636395,"Drama"
"782",10161,"My Left Foot: The Story of Christy Brown",7.967,7.6,444,"1989-07-21",1,"1989","gm2","18",2.07530801039823,"Drama"
"783",4105,"Black Rain",7.262,6.5,525,"1989-09-22",2,"1989","gm2","28",1.98265527299214,"Action"
"784",7452,"The Cook, the Thief, His Wife & Her Lover",6.361,7.5,284,"1989-09-10",2,"1989","gm2","80",1.85018559769667,"Crime"
"785",11185,"See No Evil, Hear No Evil",8.999,6.7,500,"1989-05-12",2,"1989","gm2","35",2.19711346005181,"Comedy"
"786",11974,"The 'Burbs",10.243,6.8,628,"1989-02-17",2,"1989","gm2","35",2.3265945454544,"Comedy"
"787",5203,"Wild Orchid",7.483,4.8,113,"1989-12-22",1,"1989","gm2","18",2.01263378109822,"Drama"
"788",9942,"Major League",7.815,6.8,396,"1989-02-16",2,"1989","gm2","35",2.05604496387344,"Comedy"
"789",11895,"Police Academy 6: City Under Siege",10.246,4.9,428,"1989-03-09",2,"1989","gm2","35",2.32688738551701,"Comedy"
"790",10283,"Friday the 13th Part VIII: Jason Takes Manhattan",10.817,4.8,466,"1989-07-28",0,"1989","gm2","27",2.38111897064815,"Horror"
"791",639,"When Harry Met Sally...",12.715,7.4,2275,"1989-07-21",2,"1989","gm2","35",2.54278239887408,"Comedy"
"792",172,"Star Trek V: The Final Frontier",10.113,5.7,648,"1989-06-09",2,"1989","gm2","878",2.31382172492003,"Science Fiction"
"793",2616,"Uncle Buck",8.918,6.7,622,"1989-08-16",1,"1989","gm2","35",2.18807170620528,"Comedy"
"794",10222,"Kickboxer",8.88,6.5,575,"1989-04-20",2,"1989","gm2","28",2.18380155700408,"Action"
"795",2756,"The Abyss",12.989,7.3,1543,"1989-08-09",1,"1989","gm2","12",2.56410284542515,"Adventure"
"796",2028,"Say Anything...",8.93,7.3,510,"1989-04-14",1,"1989","gm2","35",2.18941639488841,"Comedy"
"797",10495,"The Karate Kid Part III",8.392,5.8,741,"1989-06-29",2,"1989","gm2","12",2.127278871094,"Adventure"
"798",11361,"Halloween 5: The Revenge of Michael Myers",7.642,5.2,521,"1989-10-12",1,"1989","gm2","27",2.03365934902471,"Horror"
"799",9618,"Tango & Cash",12.935,6.3,998,"1989-12-22",2,"1989","gm2","28",2.55993681563799,"Action"
"800",10493,"Dead Calm",8.13,6.6,354,"1989-04-07",2,"1989","gm2","27",2.09556092355972,"Horror"
"801",769,"GoodFellas",23.776,8.4,6781,"1990-09-12",2,"1990","gm2","18",3.16867666853535,"Drama"
"802",242,"The Godfather: Part III",16.125,7.4,3379,"1990-12-24",1,"1990","gm2","80",2.78037086268184,"Crime"
